[2026-02-08 23:47:12,812] 161 numexpr.utils - INFO - NumExpr defaulting to 16 threads.
[2026-02-08 23:47:26,256] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[2026-02-08 23:47:26,263] 107 dagshub - INFO - Accessing as Hari777-007
[2026-02-08 23:47:27,801] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/Hari777-007/ns_project "HTTP/1.1 200 OK"
[2026-02-08 23:47:29,339] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[2026-02-08 23:47:29,342] 107 dagshub - INFO - Initialized MLflow to track repo "Hari777-007/ns_project"
[2026-02-08 23:47:29,343] 107 dagshub - INFO - Repository Hari777-007/ns_project initialized!
[2026-02-08 23:47:46,979] 34 root - INFO - Start data Ingestion
[2026-02-08 23:47:57,589] 65 root - INFO - Performed train test split on the dataframe
[2026-02-08 23:47:57,590] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2026-02-08 23:47:57,591] 75 root - INFO - Exporting train and test file path.
[2026-02-08 23:47:58,717] 84 root - INFO - Exported train and test file path.
[2026-02-08 23:47:58,718] 37 root - INFO - Data Ingestion completed and artifact: DataIngestionArtifact(trained_file_path='Artifacts\\02_08_2026_23_47_13\\data_ingestion\\ingested\\train.csv', test_file_path='Artifacts\\02_08_2026_23_47_13\\data_ingestion\\ingested\\test.csv')
[2026-02-08 23:47:58,809] 47 root - INFO - Initiate the data Validation
[2026-02-08 23:47:59,030] 32 root - INFO - Required number of columns:2
[2026-02-08 23:47:59,030] 33 root - INFO - Data frame has columns:31
[2026-02-08 23:47:59,030] 32 root - INFO - Required number of columns:2
[2026-02-08 23:47:59,030] 33 root - INFO - Data frame has columns:31
[2026-02-08 23:48:01,622] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2026-02-08 23:48:01,622] 65 root - INFO - Starting data transformation
[2026-02-08 23:48:02,314] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[2026-02-08 23:48:02,315] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-02-08 23:48:02,371] 46 root - INFO - Entered the save_object method of MainUtils class
[2026-02-08 23:48:02,393] 50 root - INFO - Exited the save_object method of MainUtils class
[2026-02-08 23:48:02,394] 46 root - INFO - Entered the save_object method of MainUtils class
[2026-02-08 23:48:02,448] 50 root - INFO - Exited the save_object method of MainUtils class
[2026-02-08 23:58:30,206] 46 root - INFO - Entered the save_object method of MainUtils class
[2026-02-08 23:58:30,279] 50 root - INFO - Exited the save_object method of MainUtils class
[2026-02-08 23:58:30,280] 46 root - INFO - Entered the save_object method of MainUtils class
[2026-02-08 23:58:30,337] 50 root - INFO - Exited the save_object method of MainUtils class
[2026-02-08 23:58:30,338] 133 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\02_08_2026_23_47_13\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.991728868267097, precision_score=0.9875451988750502, recall_score=0.9959481361426256), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9785338193600648, precision_score=0.967948717948718, recall_score=0.9893529893529893))
