[2026-02-08 13:57:11,769] 161 numexpr.utils - INFO - NumExpr defaulting to 16 threads.
[2026-02-08 13:57:31,048] 18 root - INFO - Initiate the data ingestion
[2026-02-08 13:57:44,453] 65 root - INFO - Performed train test split on the dataframe
[2026-02-08 13:57:44,453] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2026-02-08 13:57:44,454] 75 root - INFO - Exporting train and test file path.
[2026-02-08 13:57:44,556] 84 root - INFO - Exported train and test file path.
[2026-02-08 13:57:44,556] 20 root - INFO - Data Initiation Completed
[2026-02-08 13:57:44,615] 32 root - INFO - Required number of columns:2
[2026-02-08 13:57:44,615] 33 root - INFO - Data frame has columns:31
[2026-02-08 13:57:44,616] 32 root - INFO - Required number of columns:2
[2026-02-08 13:57:44,616] 33 root - INFO - Data frame has columns:31
[2026-02-08 13:57:44,860] 25 root - INFO - Data Validation Completed
[2026-02-08 13:57:44,861] 28 root - INFO - data Transformation started
[2026-02-08 13:57:44,861] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2026-02-08 13:57:44,862] 65 root - INFO - Starting data transformation
[2026-02-08 13:57:44,914] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[2026-02-08 13:57:44,914] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-02-08 13:57:44,942] 46 root - INFO - Entered the save_object method of MainUtils class
[2026-02-08 13:57:44,948] 50 root - INFO - Exited the save_object method of MainUtils class
[2026-02-08 13:57:44,949] 46 root - INFO - Entered the save_object method of MainUtils class
[2026-02-08 13:57:44,954] 50 root - INFO - Exited the save_object method of MainUtils class
[2026-02-08 13:57:44,958] 32 root - INFO - data Transformation completed
[2026-02-08 13:57:44,958] 33 root - INFO - Model Training sstared
